PURE RECEIPT AGAINST PURCHASE DETAILS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Receipt No.,Supp Inv No,Supp Inv Date,Receipt Date,Creation Date,Receipt Qty,Org Name,Subinventory,BOE Date,SGST,CGST,IGST,SGST %,CGST %,IGST %,HSN Code,Rcpt Amt,Tax Amt,Rcpt Total,Vendor Name,Vendor No,Vendor Site,Vendor State,Vendor GST Number,Po Number,Po Date,Lot Number,Currency Code,Currency Rate,Rate Date,Po Term Days,Item Code,Item Description,Division,Product,Category,Sub-Category,UOM,Purchase Category,Po Unit Price,Po Quantity,Approved Date,Duties per Unit,Transporter Name,Wo Order No,Invoice Number,Invoice Accounted Status,GRN Created By,Claim Status
4552,PC26MVM-IN124,13-Oct-25,15-Oct-25,15-Oct-25,3,PSM - Thervoykandigai MFG,SHED A,,25.3706904,25.3706904,0,9,9,0,28273100,281.89656,50.7413808,332.6379408,PURE CHEMICALS CO MFG,24196,PCCM-CHENNAI,Tamil Nadu,33AAYFP5219Q1ZC,13116,13-Oct-25,27-2720-14.06.2024,INR,1,,IMMEDIATE,MLPBGHDM001-AR00,MAGNESIUM CHLORIDE HEXAHYDRATE AR,NPD,Lab Division,Lab Chemicals,AR,KG,,93.96552,3,13-Oct-25,,,,PC26MVM-IN124-845-71274,Unaccounted,"Godlin Vincent,",Pending Recovery
67,PP26AEK-AZ1948,13-Oct-25,16-Oct-25,16-Oct-25,33,PPC - Sonipat Flipkart,SHED A,,0,0,584.5627062,0,0,18,34029012,3247.57059,584.5627062,3832.133296,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC - Anekal Me,Karnataka,29AACCP3026E1ZP,109387,13-Oct-25,COMBO-19-08-2025,INR,1,,IMMEDIATE,MVMPCBTHDD500186,VOOKI TOUGH LIME SCALE SPRAY + SCRUB 500ML,NPD,Vooki Division,Vooki Premium,Lime Scale Spray,EA,,98.41123,576,13-Oct-25,,,,,,"Prabakaran.M,",Recovered
10295,F11202513263,27-Sep-25,13-Oct-25,13-Oct-25,120,CCC - Erode (VC),SHED A,,0,0,4536,0,0,18,38099190,25200,4536,29736,ARCHROMA INDIA PRIVATE LIMITED,10680,ARCHRO-ROHA,Maharashtra,27AALCA6844Q1ZU,55481,09-Oct-25,3501250013-27-09-2025,INR,1,09-Oct-25,45 days (Term date + 45),TTFCPLCN00100188,TURPEX ACN NEW,Performance Chemicals,Textile & Paper Division,Textile,Finishing Chemical,KG,,210,120,09-Oct-25,,,,F11202513263,Accounted,"Prasanth Radhakrishnan,",Recovered
7762,PC26PZT-IN362,14-Oct-25,15-Oct-25,15-Oct-25,50,CCL - Erode (VC),SHED A,,2470.5,2470.5,0,9,9,0,34021300,27450,4941,32391,PURE CHEMICALS CO,26279,PCT - Puzhal Tr,Tamil Nadu,33AAYFP5219Q1ZC,15461,14-Oct-25,89888,INR,1,,IMMEDIATE,MTPCHDCB00050458,PUREPRINT EMULSIFIER ERC,Performance Chemicals,Textile & Paper Division,Textile(PTJ),Pureprint Chemicals,KG,,549,50,14-Oct-25,,,,,,"Vigneshwaran Mookaiyan,",Pending Recovery
10312,PP26KAP-IN1593,14-Oct-25,15-Oct-25,15-Oct-25,55,CCC - Erode (VC),SHED A,,1397.040728,1397.040728,0,9,9,0,38099190,15522.67475,2794.081455,18316.75621,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC - KAPPALUR,Tamil Nadu,33AACCP3026E1Z0,7943,14-Oct-25,3501250259 - 11.03.2025,INR,1,,IMMEDIATE,TTSFHDCB00055010,SOLUSOFT MW LIQ C,Performance Chemicals,Textile & Paper Division,Textile,Speciality Finishers,KG,,282.23045,55,14-Oct-25,,,,PP26KAP-IN1593-101-71304,Unaccounted,"Vigneshwaran Mookaiyan,",Pending Recovery
3241,,14-Oct-25,14-Oct-25,14-Oct-25,5041.685,PPC - Ennore Port,Loss Tank,,0,0,0,0,0,0,29141100,251677.0432,0,251677.0432,MITSUI & CO. (ASIA PACIFIC) PTE LTD,15054,MITSUI-SINGAPOR,Other,Unregistered,194601,12-Aug-25,194601,USD,88.7907,12-Aug-25,LC 90 Days from BL / Shipment Date,TIBNAX0ACTO011,ACETONE,General Chemicals,GC1,Basic Chemicals,Basic Chemicals,KG,Imported-Bulk,0.57,1008337,03-Oct-25,,,,CWK0156803-T0001,Accounted,"Ezhilarasan M ,",GST Claim NA
12763,SC003521/25-26,14-Oct-25,14-Oct-25,14-Oct-25,1650,PPC - Bavla,Transport,,14701.5,14701.5,0,9,9,0,29141300,163350,29403,192753,SOLVOCHEM,18016,SOLVOCHEM-AHMD,Gujarat,24AAKPV2215N2ZD,197553,13-Oct-25,197553-SC003521-25-26,INR,1,13-Oct-25,70 days (Term date +70),TDIMSN165MIBK017,METHYL ISOBUTYL KETONE (MIBK),General Chemicals,GC1,Basic Chemicals,Basic Chemicals,KG,Market-Packed,99,1650,13-Oct-25,,,,SC003521/25-26,Accounted,"Prasanth Radhakrishnan,",Recovered
1098,GCI/2849/25-26,11-Oct-25,14-Oct-25,14-Oct-25,19760,PPC - Kolkata New,SHED A,,63133.2,63133.2,0,9,9,0,29152100,701480,126266.4,827746.4,GOENKA CHEMICAL INDUSTRIES,12758,KOLK-TDS-PUR,West Bengal,19AAEFG1277F1ZG,197196,06-Oct-25,GCI-2849-25-26-11-10-2025,INR,1,06-Oct-25,70 days (Term date +70),TDBNAX000ACEA031,ACETIC ACID,General Chemicals,GC1,Basic Chemicals,Basic Chemicals,KG,Market-Bulk,35.5,20000,06-Oct-25,,,,GCI/2849/25-26,Accounted,"Prasanth Radhakrishnan,",Recovered
9524,PS26TKT-IN1026,14-Oct-25,16-Oct-25,16-Oct-25,1000,PPC - Perundurai,SHED B,,25222.5,25222.5,0,9,9,0,32151990,280250,50445,330695,PON PURE SPECIALITY CHEMICAL PRIVATE LIMITED,25742,PST - Thervoyka,Tamil Nadu,33AALCP9560E1Z8,109501,14-Oct-25,102498 PPS25101044,INR,1,,IMMEDIATE,MTPCHDCB00070258,PUREPRINT PASTE DDS,Performance Chemicals,Textile & Paper Division,Textile(PTJ),Pureprint Chemicals,KG,,280.25,2000,14-Oct-25,,,,,,"Rajkumar.S,",Pending Recovery
1246,,16-Oct-25,16-Oct-25,16-Oct-25,20,PPC - Puzhal,SHED A,,0,0,0,0,0,0,34029099,6453.7476,0,6453.7476,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC- GUMMUDIPOO,Tamil Nadu,33AACCP3026E1Z0,109530,15-Oct-25,101214_POI25071533,INR,1,,IMMEDIATE,MVMPCBTHD0005173,VOOKI TOILET BOWL CLEANER 5LITERS,NPD,Vooki Division,Vooki Premium,Home and Office Care,EA,,322.68738,20,15-Oct-25,,,,,,"Prabakaran.M,",GST Claim NA
3373,,17-Oct-25,17-Oct-25,17-Oct-25,20,PPC - Kappalur,SHED B,,0,0,0,0,0,0,34029099,26980.8376,0,26980.8376,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC- GUMMUDIPOO,Tamil Nadu,33AACCP3026E1Z0,109543,15-Oct-25,101237_PPS/25080872,INR,1,,IMMEDIATE,MVMPCCB20D500210,VOOKI HEAVY DUTY TOILET BOWL CLEANER 20 X 500 ML,NPD,Vooki Division,Vooki Premium,Home and Office Care,BOX,,1349.04188,20,15-Oct-25,,,,,,"Prasanth Radhakrishnan,",GST Claim NA
2932,KT2521004657,06-Oct-25,15-Oct-25,15-Oct-25,15150,PPC - APL Malur,RM Store,,0,0,0,0,0,0,7310,0,0,0,ASIAN PAINTS LIMITED,10798,ASIAN-KOLAR,Karnataka,29AAACA3622K1ZR,122528,06-Jun-20,KT2521004657,INR,1,06-Jun-20,3 days (Term date + 3),JWPKP11831YA1MPP,A1 MPP THINNER INT TOP 1L TIN,MISC,,,,EA,,0,,30-Nov-24,,,,,,"Manikandan.S,",GST Claim NA
11948,PC26ILT-IN1644,16-Oct-25,16-Oct-25,16-Oct-25,3000,PPC - Bangalore,Transport,,0,0,17272.3428,0,0,18,38099190,95957.46,17272.3428,113229.8028,PURE CHEMICALS CO,26279,PCT - Illalor T,Tamil Nadu,33AAYFP5219Q1ZC,109625,16-Oct-25,102091 POI25102146,INR,1,,IMMEDIATE,MTDAHDCB00050235,PURONAL AR ECO LIQ - K,Performance Chemicals,Textile & Paper Division,Textile Pure,Dyeing Auxillary,KG,,31.98582,10000,16-Oct-25,,,,,,"GOWTHAM B ,",Recovered
5098,AI/860/25-26,07-Oct-25,16-Oct-25,16-Oct-25,500,PCM - Illalor MFG,Quarantine,,0,0,22320,0,0,18,32041650,124000,22320,146320,AKSHAY   INDUSTRIES,29406,AHMBD-TDS-PUR,Gujarat,24AACHR1026B1ZX,10075,30-Sep-25,AR9644 07102025 05102026,INR,1,30-Sep-25,45 days (Term date + 45),MTTDCTBX00025068,REACTIVE CRIMSON UD,Performance Chemicals,Textile & Paper Division,Textile Pure,Textile Dye,KG,,248,500,30-Sep-25,,,,AI/860/25-26,Accounted,"Sivakumar J,",Recovered
7807,PS26TKT-IN1045,16-Oct-25,17-Oct-25,17-Oct-25,1900,CCL - Erode (VC),SHED A,,9565.97598,9565.97598,0,9,9,0,38099190,106288.622,19131.95196,125420.574,PON PURE SPECIALITY CHEMICAL PRIVATE LIMITED,25742,PST - Thervoyka,Tamil Nadu,33AALCP9560E1Z8,15496,16-Oct-25,102434 PPS25101060,INR,1,,IMMEDIATE,MTPRHDCB00050018,PURONAL SFS.ECO,Performance Chemicals,Textile & Paper Division,Textile Pure,Pretreatment,KG,,55.94138,1900,16-Oct-25,,,,,,"Vigneshwaran Mookaiyan,",Pending Recovery
30777,PC26MVT-IN6129,16-Oct-25,16-Oct-25,16-Oct-25,92,PPC - Madhavaram,PKG-Clean,,7287.489482,7287.489482,0,9,9,0,73101090,80972.10536,14574.97896,95547.08432,PURE CHEMICALS CO,26279,PCT - MADHAVARA,Tamil Nadu,33AAYFP5219Q1ZC,109654,16-Oct-25,22650-11.10.2025,INR,1,,IMMEDIATE,PMSBRR0018KG0001,NON COATED RECON 18 KG MS BARREL,Packing Materials,Others,Others,,EA,,880.13158,380,16-Oct-25,,,22636-09.10.2025,,,"S VIBU,",Pending Recovery
1296,PP26AEK-AZ2178,17-Oct-25,17-Oct-25,17-Oct-25,36,PPC - Puzhal,Transport,,0,0,621.43524,0,0,18,34029099,3452.418,621.43524,4073.85324,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC - Anekal Me,Karnataka,29AACCP3026E1ZP,109712,17-Oct-25,POI/25071542_12-AUG-2025,INR,1,,IMMEDIATE,MVMPCBTHDD500009,VOOKI HARD STAINS SPRAY+WIPE 500ML,NPD,Vooki Division,Vooki Premium,Home and Office Care,EA,,95.9005,36,17-Oct-25,,,,,,"Prasanth Radhakrishnan,",Recovered
10316,F55202505318,10-Oct-25,17-Oct-25,17-Oct-25,50,CCC - Erode (VC),SHED A,,0,0,18589.05,0,0,18,32041650,103272.5,18589.05,121861.55,ARCHROMA INTERNATIONAL (INDIA) PRIVATE LIMITED,28933,THANE-TDS-PUR,Maharashtra,27AAACH9149J1Z8,55505,17-Oct-25,5504009552-10-10-2025,INR,1,17-Oct-25,45 days (Term date + 45),TTTSPLCN00025084,AVITERA LIGHT BLUE SE,Performance Chemicals,Textile & Paper Division,Textile,Textile Speciality Dyes,KG,,2065.45,50,17-Oct-25,,,,F55202505318,Accounted,"GOWTHAM B ,",Recovered
1104,F220252411027703,09-Oct-25,18-Oct-25,18-Oct-25,15120,PPC - Kolkata New,SHED A,,0,0,191872.8,0,0,18,29153100,1065960,191872.8,1257832.8,GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LIMITED,12866,BHAR-TDS-PUR1,Gujarat,24AAACG8372Q1Z2,197276,07-Oct-25,F220252411027703-09-10-2025,INR,1,07-Oct-25,3 days (Term date + 3),TDIHDN210ETAC012,ETHYL ACETATE,General Chemicals,GC1,Basic Chemicals,Basic Chemicals,KG,Domestic-Packed,70.5,15120,07-Oct-25,,,,F220252411027703,Accounted,"Jacob James Raja ,",Recovered
11715,API-374,27-Oct-25,18-Oct-25,18-Oct-25,100,PCM - Madhavaram MFG,Quarantine,,0,0,1980,0,0,18,28151190,11000,1980,12980,ATLAS PELLETS INDUSTRIES,10845,ATLAS-AMBD02,Gujarat,24AAKFA8444L1Z5,10034,26-Sep-25,APIS119I25-27.09.2025,INR,1,26-Sep-25,30 Days PDC,MLPCNHDS004-AR00,SODIUM HYDROXIDE PELLETS AR,NPD,Lab Division,Lab Chemicals,AR,KG,,110,100,26-Sep-25,,,PCM-MAD-25-26-1589,API-374,Accounted,"GOWTHAM B ,",Recovered
12200,SBDT/159,13-Oct-25,18-Oct-25,18-Oct-25,112,PPC - Sonipat,Quarantine,,0,0,19152,0,0,18,73101090,106400,19152,125552,SHREE BALAJI DRUM TRADER,31512,GHAZ-TDS-PUR1,Uttar Pradesh,09CGXPS3360J2ZH,197704,16-Oct-25,SANP-8189-13.10.2025,INR,1,16-Oct-25,7 days (Term date + 7),PMSBRR0018KG0001,NON COATED RECON 18 KG MS BARREL,Packing Materials,Others,Others,,EA,,950,500,18-Oct-25,,,PPC-DEL-25-26-0524,SBDT/159,Unaccounted,"GOWTHAM B ,",Recovered
30842,25NBAB1950,18-Oct-25,18-Oct-25,18-Oct-25,5940,PPC - Madhavaram,Transport,,0,0,94089.6,0,0,18,29051300,522720,94089.6,616809.6,THE ANDHRA PETROCHEMICALS LIMITED,19050,VIZAG-TDS-PUR,Andhra Pradesh,37AAACT6358B1ZF,197748,16-Oct-25,197748-25NBAB1950,INR,1,16-Oct-25,100% Advance,TDIHDN1650NBA027,N BUTANOL,General Chemicals,GC1,Basic Chemicals,Basic Chemicals,KG,Domestic-Packed,88,19305,16-Oct-25,,,,25NBAB1950,Accounted,"Prasanth Radhakrishnan,",Recovered
2193,PP26BHW-IN3843,20-Sep-25,09-Oct-25,09-Oct-25,112.6,PPC - Malur-KH,SHED A,,0,0,10487.68552,0,0,18,34049090,58264.91954,10487.68552,68752.60506,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC-Bhiwandi N,Maharashtra,,108056,20-Sep-25,193004,INR,1,,IMMEDIATE,TCSMCTCB056D7089,S-379H,Performance Chemicals,PNC Division,Paints & Coatings,Shamrock,KG,,517.45044,112.6,20-Sep-25,,,PPC-MAL-25-26-0684,,,"GOWTHAM B ,",Recovered
4471,PC26MVT-IN5725,27-Sep-25,04-Oct-25,04-Oct-25,5,PSM - Thervoykandigai MFG,PKG-Empty,,393.5757195,393.5757195,0,9,9,0,73101090,4373.06355,787.151439,5160.214989,PURE CHEMICALS CO,26279,PCT - MADHAVARA,Tamil Nadu,33AAYFP5219Q1ZC,13063,27-Sep-25,22374-29.08.2025,INR,1,,IMMEDIATE,PMSBRR0018KG0001,NON COATED RECON 18 KG MS BARREL,Packing Materials,Others,Others,,EA,,874.61271,27,27-Sep-25,,,,PC26MVT-IN5725-844-70747,Accounted,"Godlin Vincent,",Recovered
21174,102184,26-Sep-25,01-Oct-25,01-Oct-25,21230,PPC - Mumbai,SHED B,,150945.3,150945.3,0,9,9,0,29051220,1677170,301890.6,1979060.6,AGR ENTERPRISES,10303,AGR EN-MUMBAI,Maharashtra,27AACPD8546N1ZC,196555,22-Sep-25,196555-01-10-2025,INR,1,22-Sep-25,70 days (Term date +70),TDBNAX0000IPA001,ISO PROPYL ALCOHOL,General Chemicals,GC1,Basic Chemicals,Basic Chemicals,KG,Market-Bulk,79,50000,22-Sep-25,,,FY-25-26-169,102184,Accounted,"Prasanth Radhakrishnan,",Recovered
12117,PP26KND-IN1664,01-Oct-25,04-Oct-25,04-Oct-25,26350,PPC - Sonipat,Quarantine,,0,0,340916.9746,0,0,18,27075000,1893983.192,340916.9746,2234900.167,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC - KANDLA DU,Gujarat,24AACCP3026E1ZZ,108755,01-Oct-25,194504-STG-P-25-26-2954,INR,1,,IMMEDIATE,TDBNAX0000MXS001,MIX XYLENE,General Chemicals,GC1,Basic Chemicals,Basic Chemicals,KG,,71.87792,29890,01-Oct-25,,,PPC-DEL-25-26-0477,,,"GOWTHAM B ,",Recovered
21187,PP26VAP-IN698,03-Oct-25,03-Oct-25,03-Oct-25,50,PPC - Mumbai,Transport,,0,0,841.75272,0,0,18,29051220,4676.404,841.75272,5518.15672,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC - Vapi,Gujarat,,108766,03-Oct-25,37-11-09-2025,INR,1,,IMMEDIATE,TDRMSN1600IPA014,ISO PROPYL ALCOHOL,General Chemicals,GC1,Basic Chemicals,Basic Chemicals,KG,,93.52808,9600,03-Oct-25,,,,,,"Prasanth Radhakrishnan,",Recovered
1506,PP26KLN-AZ609,03-Oct-25,04-Oct-25,04-Oct-25,1,PPC - Devanahalli Amazon,SHEDA,,0,0,36.3880836,0,0,18,34029012,202.15602,36.3880836,238.5441036,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC-Kol Amz New,West Bengal,19AACCP3026E1ZQ,108788,03-Oct-25,COMBO-28.12.24,INR,1,,IMMEDIATE,MVMPCCP02D500020,TOUGH LIME SCALE SPRAY + SCRUB 500ML Pack of 2,NPD,Vooki Division,Vooki Premium,Home and Office Care,BOX,,202.15602,1,03-Oct-25,,,,,,"Manikandan.S,",Recovered
565,GCS/25-26/M0904,26-Sep-25,03-Oct-25,03-Oct-25,25,PPM - Illalor MFG,Quarantine,,0,0,1593,0,0,18,34021300,8850,1593,10443,GRAVITY CHEMICALS & SPECIALTIES,28010,GRAVITY-THANE,Maharashtra,27AAKFG9939Q1Z9,265,05-Sep-25,PD62509010 26092025,INR,1,05-Sep-25,30 days (Term date + 30),TD10PPBG00025218,GINCOL PEGDS,Performance Chemicals,Raw  Material,Vooki,Cleaning Product,KG,,354,25,05-Sep-25,,,,GCS/25-26/M0904,Accounted,"Sivakumar J,",Recovered
10098,6000656,30-Sep-25,04-Oct-25,04-Oct-25,23690,PPC - Malur,Quarantine,,0,0,276106.95,0,0,18,29153100,1533927.5,276106.95,1810034.45,SHK CHEMTECH INDUSTRIES LLP,24835,SHK-OMERGA,Maharashtra,27ADTFS2929Q1ZY,196661,24-Sep-25,196661-6000656_1,INR,1,24-Sep-25,60 days (Term date + 60),TDBNAX000ETAC001,ETHYL ACETATE,General Chemicals,GC1,Basic Chemicals,Basic Chemicals,KG,Domestic-Bulk,64.75,60000,24-Sep-25,,,PPC-MAL-25-26-0675,6000656,Accounted,"Prasanth Radhakrishnan,",Recovered
1184,,08-Oct-25,08-Oct-25,08-Oct-25,5870,PPC - Puzhal,Transport,,0,0,0,0,0,0,48191010,48484.6738,0,48484.6738,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC-MADHAVARAM,Tamil Nadu,33AACCP3026E1Z0,108904,06-Oct-25,22232-16.08.2025,INR,1,,IMMEDIATE,PCBBXO000HWSP027,CORRUGATED 3PLY HAND WASH SINGLE PACK -  85 X 85 X 200 MM - OD,Packing Materials,Vooki,Carton Box,,EA,,8.25974,5870,06-Oct-25,,,,,,"GOWTHAM B ,",GST Claim NA
2363,PC26PRD-IN417,06-Oct-25,06-Oct-25,06-Oct-25,0.1,PPC - Karur SP,SHED A,,7.67436264,7.67436264,0,9,9,0,32041680,85.270696,15.34872528,100.6194213,PURE CHEMICALS CO,26279,PCT - PERUNDURA,Tamil Nadu,33AAYFP5219Q1ZC,108912,06-Oct-25,74895_434/23-24_31-DEC-2024,INR,1,,IMMEDIATE,MTTDCTBX00025121,PUREACTIVE BLUE HFL,Performance Chemicals,Textile & Paper Division,Textile Pure,Textile Dye,KG,,852.70696,0.1,06-Oct-25,,,,PC26PRD-IN417-844-71007,Unaccounted,"Manikandan.J,",Recovered
4488,PP26RDH-IN113,06-Oct-25,06-Oct-25,06-Oct-25,3150,PSM - Thervoykandigai MFG,SHED A,,41402.34,41402.34,0,9,9,0,39072910,460026,82804.68,542830.68,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC-REDHILLS,Tamil Nadu,19AACCP3026E1ZQ,13077,06-Oct-25,187587,INR,1,,IMMEDIATE,TIIMSN210POLY019,CARADOL SA 34-05,General Chemicals,GC2,PU Products,Speciality Foams,KG,,146.04,3150,06-Oct-25,,,,PP26RDH-IN113-101-71014,Unaccounted,"Godlin Vincent,",Recovered
7442,250000002309,06-Oct-25,06-Oct-25,06-Oct-25,9001,PPC - Cochin(Ptcz-TRD),Transport,,84249.36,84249.36,0,9,9,0,29071110,936104,168498.72,1104602.72,HINDUSTAN ORGANIC CHEMICALS LIMITED,13068,HIND-ACETOERNK,Kerala,32AAACH2663P1ZG,197076,04-Oct-25,197076-06-10-2025,INR,1,03-Oct-25,100% Advance,TDBNAX000PHEN003,PHENOL,General Chemicals,GC1,Basic Chemicals,Basic Chemicals,KG,Domestic-Bulk,104,80000,04-Oct-25,,,COC-25-26-T-422,250000002309,Accounted,"GOWTHAM B ,",Recovered
4498,PC26ILM-IN283,06-Oct-25,09-Oct-25,09-Oct-25,141.67,PSM - Thervoykandigai MFG,SHED A,,4313.394997,4313.394997,0,9,9,0,34021300,47926.61108,8626.789994,56553.40107,PURE CHEMICALS CO MFG,24196,PCM-Illa-MFG,Tamil Nadu,33AACCP3026E1Z0,13078,06-Oct-25,10825-MH1100007900,INR,1,,IMMEDIATE,TD03HDBR00180170,EMULSOGEN M,Performance Chemicals,Raw  Material,LMA,PURIT RPO,KG,,338.29753,141.67,06-Oct-25,,,,PC26ILM-IN283-845-71022,Unaccounted,"Godlin Vincent,",Recovered
9474,PC26PZT-IN314,06-Oct-25,07-Oct-25,07-Oct-25,220,PPC - Perundurai,SHED A,,2914.786512,2914.786512,0,9,9,0,32151990,32386.5168,5829.573024,38216.08982,PURE CHEMICALS CO,26279,PCT - Puzhal Tr,Tamil Nadu,33AAYFP5219Q1ZC,108947,06-Oct-25,9225,INR,1,,IMMEDIATE,MTPCHDCB00050843,PUREPRINT C 2.0,Performance Chemicals,Textile & Paper Division,Textile(PTJ),Pureprint Chemicals,KG,,147.21144,220,06-Oct-25,,,,,,"Rajkumar.S,",Recovered
10262,F22202503914-,25-Sep-25,06-Oct-25,06-Oct-25,500,CCC - Erode (VC),SHED A,,0,0,17010,0,0,18,38099190,94500,17010,111510,ARCHROMA INDIA PRIVATE LIMITED,10680,ARCHRO-GUJAR,Gujarat,24AALCA6844Q1Z0,55191,22-Jul-25,3511250086-25-09-2025,INR,1,22-Jul-25,45 days (Term date + 45),TTDACTCN00100136,CYCLANON XCWI NEW LIQ,Performance Chemicals,Textile & Paper Division,Textile,Dyeing Auxillary,KG,,189,500,22-Jul-25,,,,F22202503914-,Accounted,"Prasanth Radhakrishnan,",Recovered
7711,PO26HST-IN64,07-Oct-25,08-Oct-25,08-Oct-25,1000,CCL - Erode (VC),SHED A,,985.95925,985.95925,0,2.5,2.5,0,35051090,39438.37,1971.9185,41410.2885,PURE ORGANIC INDUSTRIES TRADING,25864,POT - Hosur Tra,Tamil Nadu,33AAFFP0932K1ZD,15419,07-Oct-25,101724-POI25097522,INR,1,,IMMEDIATE,MTSCPGBG00025054,PURESIZE JET MAX MS,Performance Chemicals,Textile & Paper Division,Textile Pure,Sizing Chemical,KG,,39.43837,10000,07-Oct-25,,,,,,"Vigneshwaran Mookaiyan,",Recovered
828,,18-Oct-25,18-Oct-25,18-Oct-25,199.75,PCT - Illalor Trading,SHED A,,0,0,0,0,0,0,38099190,13003.74098,0,13003.74098,PURE CHEMICALS CO,26279,PCT - PERUNDURA,Tamil Nadu,33AAYFP5219Q1ZC,9076,07-Oct-25,R29N4682 29092025 29082026,INR,1,,IMMEDIATE,MTFCHDCB00050132,PURESOFT PINK,Performance Chemicals,Textile & Paper Division,Textile Pure,Finishing Chemical,KG,,65.10008,200,07-Oct-25,,,,,,"Sivakumar J,",GST Claim NA
2204,PP26MDM-IN11498,07-Oct-25,10-Oct-25,10-Oct-25,1950,PPC - Malur-KH,SHED A,,0,0,37279.60119,0,0,18,27101990,207108.8955,37279.60119,244388.4967,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC-MADHAVARAM,Tamil Nadu,33AACCP3026E1Z0,109020,07-Oct-25,PPC-MAD-25-26-1469,INR,1,,IMMEDIATE,TDRHDN1650D80005,EXXSOL D80,General Chemicals,GC1,Differentiated,Exxon DP Grades,KG,,106.20969,4125,07-Oct-25,,,PPC-MAL-25-26-0693,,,"GOWTHAM B ,",Recovered
30568,J-0607/25-26,26-Sep-25,07-Oct-25,07-Oct-25,18,PPC - Madhavaram,Quarantine,,972,972,0,9,9,0,39233090,10800,1944,12744,J R IMPRESSIONS,32278,TIRUV-TDS-PUR2,Tamil Nadu,33AEDPD2723E2Z9,196804,26-Sep-25,22568CR-26.09.2025,INR,1,26-Sep-25,30 days (Term date + 30),PHDBRR0235LT0001,RECON 235 LT HDPE BARREL,Packing Materials,Others,Others,,EA,,600,70,30-Sep-25,,,PPC-MAD-25-26-1505,J-0607/25-26,Accounted,"GOWTHAM B ,",Recovered
275,11/2526/1133,04-Oct-25,08-Oct-25,08-Oct-25,5040,PPC - Sankalapur(Hspt),SHED A,,0,0,223987.68,0,0,18,27101990,1244376,223987.68,1468363.68,STANDARD GREASES AND SPECIALITIES PRIVATE LIMITED,18528,STAN-MUM01,Maharashtra,27AALCS2136B1ZM,196143,12-Sep-25,075-04-10-2025,INR,1,12-Sep-25,30 days (Term date + 30),TD03MSBR00180287,"LITHIUM COMPLEX GREASE, BLUE, VI 460",Performance Chemicals,Raw  Material,LMA,PURIT RPO,KG,,246.9,5040,12-Sep-25,,,,11/2526/1133,Accounted,"GOWTHAM B ,",Recovered
493,PP26GMD-IN288,08-Oct-25,16-Oct-25,16-Oct-25,9,PPC - Anekal Melhor,SHED A,,0,0,2327.025121,0,0,18,34029019,12927.91734,2327.025121,15254.94246,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC- GUMMUDIPOO,Tamil Nadu,33AACCP3026E1Z0,109075,08-Oct-25,100224_POI25071528,INR,1,,IMMEDIATE,MVMPCCB20D500015,VOOKI NATURE POWERED DISH WASH 20 X 500ML,NPD,Vooki Division,Vooki Premium,Dish Wash,BOX,,1436.43526,50,08-Oct-25,,,,,,"Prabakaran.M,",Recovered
7743,PC26ILM-IN289,08-Oct-25,08-Oct-25,08-Oct-25,50,POI - Alathur MFG,SHED A,,900.041085,900.041085,0,9,9,0,29041090,10000.4565,1800.08217,11800.53867,PURE CHEMICALS CO,26279,PCM - Illalor M,Tamil Nadu,33AAYFP5219Q1ZC,12602,08-Oct-25,92208_3003/25_14-02-2025,INR,1,,IMMEDIATE,TD04HDCB00050043,ASPP001,Performance Chemicals,Raw  Material,Paints & Coatings,Coating chemical,KG,,200.00913,50,08-Oct-25,,,,PC26ILM-IN289-845-71113,Unaccounted,"Jaganathan.B,",Recovered
5748,F11202513264,27-Sep-25,08-Oct-25,08-Oct-25,25,CCC - Tiruppur (PP),SHED A,,0,0,1489.5,0,0,18,32041630,8275,1489.5,9764.5,ARCHROMA INDIA PRIVATE LIMITED,10680,ARCHRO-ROHA,Maharashtra,27AALCA6844Q1ZU,55460,29-Sep-25,3508255497-27.09.2025,INR,1,29-Sep-25,45 days (Term date + 45),TTTDCTBX00025317,DRIMAREN ORCHID RED 4B CLASSIC 0025,Performance Chemicals,Textile & Paper Division,Textile,Textile Dye,KG,,331,25,29-Sep-25,,,,F11202513264,Accounted,"Prasanth Radhakrishnan,",Recovered
